iso,backend,prec,N,rep,loop_wall_s,e2e_wall_s,load1,steps,fallbacks
2026-07-20T14:16:04+01:00,gpu,fp64,256,1,28.405,29.78,41.52,2595,37382
2026-07-20T14:16:34+01:00,gpu,fp64,256,2,22.934,24.45,41.52,2595,37382
2026-07-20T14:16:59+01:00,gpu,fp64,256,3,28.091,29.55,41.56,2595,37382
2026-07-20T14:17:28+01:00,gpu,fp64,256,4,24.686,26.90,41.71,2595,37382
2026-07-20T14:17:55+01:00,gpu,fp64,256,5,26.181,27.59,41.69,2595,37382
